"","p","d","m"
"937",770,0,6796.9011943579
"938",584,1,13539.3888768931
"939",584,1,7958.92684106131
"940",584,1,14941.8333094484
"941",584,0,10338.1921769649
"942",859,0,12981.474543512
"943",695,1,12536.1190335806
"944",859,1,13317.5243335751
"945",695,1,12040.6200982283
"946",666,0,8234.63362146557
"947",584,1,8844.39228851477
"948",584,1,14784.4553379855
"949",584,1,10744.7195169378
"950",584,1,10666.3485800811
"951",695,0,7269.33874108411
"952",695,1,9379.32065831805
"953",695,1,13071.3494771052
"954",584,1,5159.67153235412
"955",859,0,10524.8960332266
"956",666,0,6347.0129831358
"957",584,1,6541.28172280327
"958",584,1,12786.3896791486
"959",695,1,14402.0641235931
"960",584,1,12436.413166556
"961",584,1,8409.00457017255
"962",695,0,8602.53988655432
"963",584,1,10592.6103966467
"964",584,1,9783.52186035093
"965",695,0,10694.7071392733
"966",584,1,10539.0266625168
"967",584,1,9280.56810552975
"968",584,1,10188.9654733483
"969",584,1,9682.64015397975
"970",770,0,10646.9243522712
"971",695,0,7201.7645597968
"972",584,1,7891.73256890641
"973",666,0,9525.15173676477
"974",584,1,10982.2682131965
"975",695,1,14631.4844352001
"976",770,0,11903.68159985
"977",584,1,10592.9975121175
"978",584,1,13409.971797484
"979",695,0,10023.1548540881
"980",584,1,12413.2927522877
"981",770,0,9734.80372244159
"982",584,1,10797.03219512
"983",859,0,11349.6543707879
"984",584,1,10643.2566317582
"985",584,1,8004.63540098028
"986",584,1,8337.71041276483
"987",584,1,14987.9507496241
"988",695,0,9675.60010323542
"989",584,1,12603.0688335891
"990",584,1,10369.2791119391
"991",770,1,10553.7628794752
"992",584,1,11310.514128989
"993",584,1,10241.1154196823
"994",859,0,11708.4627684
"995",695,0,8796.08071007567
"996",584,1,9368.25704773506
"997",695,1,11159.798874547
"998",584,1,12660.0700446839
"999",666,1,15164.6154644528
"1000",584,1,12451.9994779307
"1001",770,0,7375.1589646998
"1002",770,0,9794.74782330421
"1003",695,1,12872.4445920423
"1004",584,1,15446.7292615433
"1005",695,0,8579.26764632404
"1006",695,0,8339.49757267002
"1007",695,0,5986.45089014193
"1008",584,0,8087.76962235548
"1009",770,0,10171.2421601385
"1010",770,1,12042.5432223064
"1011",584,1,9443.74930706909
"1012",584,1,16186.2831165038
"1013",695,1,15332.1648632491
"1014",584,1,13304.8281053877
"1015",695,0,7112.17255064366
"1016",584,1,10828.6844867644
"1017",695,1,8855.70893529551
"1018",770,0,10053.9930072371
"1019",695,0,8795.9971788023
"1020",695,1,10803.2603450584
"1021",695,1,11807.8033405464
"1022",584,1,7897.0186399277
"1023",770,0,9017.86804929666
"1024",584,1,13086.6548689024
"1025",695,0,11066.7468142482
"1026",584,1,8436.29043554169
"1027",770,0,9138.19217910692
"1028",859,1,13917.0106530431
"1029",584,1,10488.7483675665
"1030",584,1,12115.3132796318
"1031",695,0,8243.35687846987
"1032",770,0,6565.5897943323
"1033",584,1,9426.99312309732
"1034",770,1,13566.0989155483
"1035",695,1,13819.662335646
"1036",770,0,8416.43160694661
"1037",584,1,12056.474515461
"1038",770,0,10313.8091749219
"1039",695,1,10175.7014980998
"1040",770,1,13003.2183483562
"1041",770,1,14618.1788776854
"1042",770,0,9826.4306206762
"1043",695,0,8839.46353156088
"1044",695,0,9386.96864107732
"1045",584,1,10737.7134861334
"1046",584,1,14356.9992577385
"1047",584,0,8523.00231581789
"1048",584,1,11739.8120216375
"1049",666,0,9528.62399241996
"1050",770,0,12574.2611368873
"1051",770,0,9076.74756207622
"1052",584,1,9617.90789454651
"1053",695,1,12842.0191214156
"1054",584,1,10476.6939859432
"1055",770,0,10153.556767525
"1056",584,1,11113.2935028788
"1057",584,1,13836.7937480826
"1058",695,1,9410.06975907389
"1059",584,1,8525.43439978015
"1060",584,1,11435.7092379599
"1061",584,1,14198.2776298693
"1062",695,0,8580.54785084653
"1063",666,1,13079.0150519375
"1064",689,1,9067.48546771358
"1065",584,1,9835.34172810384
"1066",695,1,10985.1437563334
"1067",666,1,10731.1004140127
"1068",584,1,11597.6447439638
"1069",584,1,13291.6884478158
"1070",584,1,11434.0816755293
"1071",695,0,6763.62846127032
"1072",695,1,11238.1288929535
"1073",584,1,9716.32845662682
"1074",584,1,10045.4142588316
"1075",695,1,14084.2500949815
"1076",584,1,13748.4647495514
"1077",584,1,10505.8929087082
"1078",584,1,10199.6723965571
"1079",584,1,12719.5274214752
"1080",584,1,15333.2613639235
"1081",584,1,11311.903859414
"1082",584,1,11680.7603055198
"1083",666,1,16421.7655506697
"1084",695,1,11525.0459288021
"1085",770,0,8745.82102503777
"1086",666,1,12347.0046075143
"1087",770,0,10831.9779352689
"1088",695,1,15219.0921162378
"1089",584,1,11394.5230800843
"1090",584,1,12471.4883367069
"1091",584,1,14104.1565582509
"1092",695,1,11993.8780855241
"1093",584,1,10293.2275475566
"1094",770,1,15477.9012582933
"1095",666,1,14790.9067993014
"1096",584,1,9802.10059478853
"1097",666,0,10082.9297358466
"1098",695,1,11453.5043032999
"1099",584,0,8345.45676425669
"1100",695,1,14182.4732502912
"1101",584,1,14439.1764929244
"1102",695,1,13068.5415155469
"1103",584,1,10399.4042842472
"1104",695,0,7714.37025378802
"1105",695,0,12461.6582674026
"1106",584,1,13785.4659783197
"1107",695,1,13458.7157350915
"1108",695,0,8890.84435506673
"1109",695,1,10400.6664951534
"1110",770,0,7497.77621468093
"1111",770,0,7299.01706815551
"1112",584,0,7123.39115399431
"1113",695,1,11495.3738925636
"1114",695,0,10491.5354252385
"1115",584,1,9577.25051691575
"1116",584,1,13980.0764215601
"1117",584,0,8496.7301144916
"1118",584,0,9851.07984783551
"1119",695,1,12000.5479807821
"1120",695,1,16102.0658035209
"1121",770,1,10955.9296288519
"1122",584,0,10029.9489545052
"1123",695,1,10760.4997768605
"1124",695,0,9477.06912326709
"1125",584,1,6058.81695452869
"1126",584,1,10869.1277734278
"1127",584,1,9941.54510204443
"1128",695,1,9123.20257566706
"1129",695,1,12767.2774179366
"1130",584,1,11097.8442819495
"1131",584,0,9680.45435340916
"1132",695,1,9262.82263348802
"1133",695,1,10462.6962026968
"1134",584,1,6261.88001161778
"1135",770,0,10499.5546949662
"1136",666,1,13957.7737587109
"1137",695,1,11097.9274658594
"1138",695,0,10173.5010319256
"1139",584,1,12577.5102926625
"1140",584,1,11812.8134994689
"1141",695,1,11769.3996598028
"1142",695,1,9072.56797025305
"1143",666,1,14091.3014052507
"1144",584,1,11574.8516801565
"1145",584,1,10626.0084345657
"1146",584,1,10941.5704911417
"1147",584,1,9922.49357602607
"1148",770,0,8137.42464209549
"1149",695,0,8871.89338038724
"1150",584,1,10648.3770720244
"1151",584,1,9433.32983680827
"1152",584,1,12879.5281898626
"1153",695,0,6536.1474323765
"1154",584,1,10594.9709123413
"1155",695,1,9844.92657197969
"1156",584,1,8830.55488711601
"1157",770,0,12123.4868486107
"1158",770,0,12428.1496072487
"1159",584,1,11846.5777533734
"1160",770,1,15617.9534804652
"1161",584,1,13489.1681037726
"1162",770,0,13852.6703088646
"1163",584,1,13514.5574516283
"1164",584,1,11252.9783903713
"1165",695,0,10173.1564784021
"1166",695,0,6500.68905183833
"1167",770,0,7404.46784878049
"1168",695,1,13143.6394005208
"1169",770,0,7273.52241660873
"1170",695,0,9993.41051916402
"1171",584,1,14274.3820549597
"1172",695,1,11501.5614618792
"1173",584,1,9736.70961187936
"1174",584,1,12782.9857860006
"1175",666,1,11701.087472673
"1176",770,1,13108.9587971403
"1177",859,0,10235.3073033229
"1178",770,0,12863.3179283819
"1179",584,1,9313.06701998921
"1180",859,0,11195.5485221106
"1181",695,0,8928.98357155194
"1182",584,1,10560.0940190821
"1183",584,1,9619.11770040309
"1184",695,0,8357.85340907288
"1185",584,0,8017.19152532128
"1186",695,0,10407.7066138451
"1187",695,0,9356.86816846361
"1188",695,1,15199.9534612561
"1189",666,1,11364.719346695
"1190",584,1,11717.3531288691
"1191",695,1,13146.4464618943
"1192",584,1,9424.24906493724
"1193",770,1,14551.1578334443
"1194",695,0,8150.77576545824
"1195",770,0,10441.4480459248
"1196",666,0,8524.81498626038
"1197",584,1,11653.6630481302
"1198",584,1,12561.6736394968
"1199",770,1,9018.94831719993
"1200",584,0,3890.20474031546
"1201",770,1,11301.7878898873
"1202",584,1,10316.9254322476
"1203",666,0,7432.78762255903
"1204",695,0,11809.8212835809
"1205",584,1,12090.6778333491
"1206",770,1,11367.9049124509
"1207",770,0,8470.17145287181
"1208",695,0,7372.62388643188
"1209",584,1,13692.8831528456
"1210",695,1,9125.71111462172
"1211",695,0,10186.6269222009
"1212",695,1,15113.9754050388
"1213",584,1,11948.3727741927
"1214",695,1,13154.4938396788
"1215",695,1,12325.8519286152
"1216",584,0,7328.18266766838
"1217",584,1,13992.6026042116
"1218",695,0,6876.17309508785
"1219",695,1,11351.2760806722
"1220",695,0,11109.7192706893
"1221",584,1,12331.1225203258
"1222",584,1,13038.5765376863
"1223",584,1,9234.62201696118
"1224",666,1,12772.5885263168
"1225",689,0,9047.01292384213
"1226",584,1,9202.59710244394
"1227",584,1,7493.81577652996
"1228",695,1,11974.4767291802
"1229",695,0,9791.34634046806
"1230",695,1,8678.13280268967
"1231",695,1,8972.37830352173
"1232",695,1,12619.9168289979
"1233",584,1,9446.45150449889
"1234",666,1,10554.5380517766
"1235",584,1,10070.6614771294
"1236",666,1,11689.8331667796
"1237",770,0,8456.15334333114
"1238",695,0,9605.05517810943
"1239",695,1,12941.9073065329
"1240",666,1,11607.361488319
"1241",584,1,13359.6759426904
"1242",584,1,4438.90300461038
"1243",695,0,8202.20080400439
"1244",695,1,12921.9605447753
"1245",584,1,15111.1100275099
"1246",666,1,14898.1689217791
"1247",584,1,15632.7752701865
"1248",770,0,6584.08093135527
"1249",584,1,10904.8370901576
"1250",584,1,10714.8781591333
"1251",584,1,9034.46906357542
"1252",695,0,9811.8006871968
"1253",695,0,8264.44846072648
"1254",695,1,9326.80891914948
"1255",695,0,10288.3545106708
"1256",584,1,9900.1139937037
"1257",584,1,12127.4347978561
"1258",770,0,8586.92533868433
"1259",695,1,9799.73735877293
"1260",584,1,13003.5276031219
"1261",584,0,11691.1249570624
"1262",770,0,5985.22231923098
"1263",584,1,9190.797982199
"1264",584,1,15845.3817784277
"1265",695,1,11965.4132742712
"1266",584,1,13247.7496033477
"1267",695,1,11457.9853388043
"1268",695,1,12423.1897195708
"1269",695,0,7301.11930551123
"1270",584,0,8714.84873749393
"1271",695,1,12910.284537097
"1272",584,1,7828.9561214905
"1273",584,1,13520.0425285718
"1274",695,0,10755.0122046585
"1275",695,0,9192.69690089929
"1276",770,0,8193.83546103767
"1277",770,1,11829.7813000273
"1278",859,0,9838.7955095871
"1279",584,1,6255.45007832291
"1280",770,0,6415.77698964713
"1281",695,0,8553.41536262675
"1282",695,0,11500.1164400675
"1283",695,0,7314.703790986
"1284",584,1,10837.6442477982
"1285",695,1,10703.3309771114
"1286",584,1,8686.67720642247
"1287",770,0,10538.7665272189
"1288",770,1,13306.8008315102
"1289",689,1,11146.705784823
"1290",770,1,11384.8435867614
"1291",584,1,9914.25076336317
"1292",770,0,7734.3711269959
"1293",695,0,9542.56766108526
"1294",584,1,8974.95699878775
"1295",695,1,14259.001695728
"1296",584,1,16117.1205256059
"1297",695,1,12079.5213989267
"1298",584,1,12585.7220504238
"1299",859,0,9401.53256609919
"1300",584,1,12211.4470898245
"1301",695,1,16180.8986002664
"1302",859,0,11669.3303695724
"1303",584,1,11895.0693600076
"1304",584,1,10695.7592000066
"1305",584,1,12191.830094524
"1306",695,1,14063.0277914497
"1307",584,1,9651.28663696131
"1308",695,1,13186.6246857932
"1309",695,1,12254.9173378747
"1310",666,1,15821.8397341073
"1311",584,1,10365.0411435353
"1312",584,1,10012.8160690137
"1313",584,1,11658.383936746
"1314",695,1,13725.0692366225
"1315",584,1,10213.5714495512
"1316",695,1,10877.8006853692
"1317",770,0,7030.16977428093
"1318",584,1,12943.8830490778
"1319",695,1,13337.0776648856
"1320",584,1,14657.3184112252
"1321",584,1,9016.64203276022
"1322",584,1,8997.23641031359
"1323",584,1,11711.9224129558
"1324",695,0,10163.7243129502
"1325",584,1,12101.7866768248
"1326",584,0,8534.37068056032
"1327",695,1,13801.5606280088
"1328",859,0,10483.6338716474
"1329",584,1,13778.1355578924
"1330",584,1,8222.28029371373
"1331",859,0,12656.1548170274
"1332",584,1,7040.69331911131
"1333",584,1,11927.7403085332
"1334",695,1,13287.73661016
"1335",859,0,13978.3466572178
"1336",859,0,13804.0578463724
"1337",584,1,10308.3384055086
"1338",666,1,9024.34761322804
"1339",584,1,7841.89972018607
"1340",770,1,13681.8750658241
"1341",770,0,9313.30484894904
"1342",859,0,11279.1153207192
"1343",584,1,11154.074266491
"1344",584,1,15811.0437313001
"1345",584,1,6591.84832304679
"1346",584,1,9034.63191244712
"1347",695,1,12560.8851506259
"1348",584,1,10809.7790336845
"1349",584,1,9866.89314562185
"1350",770,1,14683.3406390658
"1351",584,0,6656.20661139969
"1352",695,0,7431.41832240008
"1353",584,1,10070.2992061261
"1354",584,0,6588.23383890818
"1355",695,1,11149.2316784537
"1356",770,1,12635.8432731308
"1357",584,1,12341.3221169684
"1358",584,1,8788.90114088956
"1359",584,1,13206.930644963
"1360",584,1,6303.23345461888
"1361",770,0,10219.732796606
"1362",770,1,9756.47494670618
"1363",770,0,9814.83628683626
"1364",695,1,8994.14616221158
"1365",584,1,10702.5368329126
"1366",695,1,10937.6513837553
"1367",584,1,7374.21828305279
"1368",666,0,9774.19351566317
"1369",770,0,11855.6131211483
"1370",695,0,10322.7107027375
"1371",689,1,15367.1454688264
"1372",584,1,10609.8051474827
"1373",584,1,14003.8780339994
"1374",666,0,12903.9857706169
"1375",666,1,8737.4747299981
"1376",770,0,8173.53340795832
"1377",770,0,8791.48559171004
"1378",695,0,6185.50750261269
"1379",584,1,12159.1892835854
"1380",859,0,11380.6654634087
"1381",695,0,8426.91444997954
"1382",666,0,12495.1767441626
"1383",695,0,9107.02597131367
"1384",695,1,10136.0589218865
"1385",770,0,12539.6323848406
"1386",584,1,14834.6279014403
"1387",584,1,13656.7765669839
"1388",695,0,7143.38585008193
"1389",695,1,13480.9510184241
"1390",584,1,9791.79259163035
"1391",584,1,13472.4264598831
"1392",666,0,8145.23395597707
"1393",695,1,10737.135853059
"1394",695,0,9331.03798359057
"1395",695,1,13019.8480176957
"1396",695,1,10696.1087104244
"1397",584,1,12200.5649365478
"1398",584,1,13876.1298199665
"1399",584,1,13328.0313714514
"1400",584,1,12325.8269548494
"1401",584,0,8820.90902957382
"1402",770,1,15014.1959276175
"1403",770,0,10123.3920590742
"1404",695,1,12708.8213866388
"1405",666,1,13744.9073292733
"1406",584,1,11119.0383041119
"1407",584,1,9644.84425652499
"1408",584,1,13182.895005401
"1409",695,1,10949.0921258886
"1410",584,1,7325.61875182471
"1411",584,1,10225.799576736
"1412",584,1,11359.0860896248
"1413",584,1,11526.6196064719
"1414",666,1,13127.2354632626
"1415",770,0,11447.168755441
"1416",584,1,9975.83042966993
"1417",695,1,16198.2063719944
"1418",666,0,6795.33120019467
"1419",584,1,12551.4041761664
"1420",695,0,13952.1003651105
"1421",584,1,12576.3229359762
"1422",584,1,10943.3498195889
"1423",666,0,9177.25478832098
"1424",689,1,13659.4034617251
"1425",584,1,8886.33369935325
"1426",584,1,12028.6218760794
"1427",584,1,10955.4360168336
"1428",666,0,8958.26617252025
"1429",584,1,10608.3716701118
"1430",695,0,9422.57741243071
"1431",770,0,10244.0939086586
"1432",695,1,8089.732721197
"1433",584,1,9274.36907282388
"1434",695,1,9921.19672798992
"1435",584,1,10800.2435597407
"1436",666,1,9711.17850218693
"1437",584,1,14464.3801608269
"1438",695,0,8259.38705909697
"1439",859,0,11406.564078943
"1440",859,0,10043.9914559232
"1441",584,1,9072.81721879018
"1442",584,1,12877.5849668342
"1443",584,0,7071.84041134837
"1444",695,0,9720.82390596371
"1445",584,1,6307.08625194061
"1446",584,1,13986.2514729756
"1447",584,1,11424.3564999382
"1448",666,1,14196.0012229976
"1449",584,1,8853.02737523049
"1450",770,0,7033.15357418953
"1451",666,1,11998.3559474133
"1452",695,1,12706.7938142517
"1453",666,1,13209.0708298572
"1454",584,1,11779.444645946
"1455",695,1,9911.70215445724
"1456",584,1,8759.65366948294
"1457",770,1,16208.033030718
"1458",584,0,5867.41674989121
"1459",584,1,10789.3345263391
"1460",695,1,12654.2996586536
"1461",584,1,9786.29209413627
"1462",584,1,11258.988810949
"1463",584,1,8747.96591252595
"1464",666,1,10828.8705913765
"1465",770,1,14350.4943286562
"1466",666,0,9502.99562471995
"1467",770,0,11808.2711685083
"1468",695,1,7418.26105980774
"1469",584,1,14671.1665816622
"1470",695,1,11999.8062178631
"1471",695,0,9832.46045180664
"1472",584,1,13115.6362509659
"1473",584,1,9495.49402612608
"1474",584,1,10789.0495521468
"1475",695,0,8661.65820617593
"1476",859,0,11065.8084997252
"1477",584,1,8770.94663978405
"1478",584,1,10316.5852272959
"1479",584,1,13566.6642103839
"1480",584,1,13324.9258707218
"1481",584,1,14045.3770234734
"1482",584,1,11147.1405233902
"1483",695,0,7914.50601987658
"1484",584,0,10948.4925452616
"1485",584,1,9404.06628542434
"1486",770,1,11545.783933286
"1487",695,0,8604.83618966756
"1488",770,0,8604.85076002539
"1489",666,1,14096.8598666792
"1490",770,1,11939.8654043605
"1491",584,1,9312.34513520556
"1492",695,0,10154.3300142434
"1493",695,0,9015.91815968573
